doc_id	genre	t_span	t_entity_text	t_entity_type	t_infostat	t_coref_type	t_head_form	t_head_lemma	t_head_deprel	t_head_xpos	t_head_number	t_sent_id	t_head_sent_id	t_head_doc_position	n_span	n_entity_text	n_entity_type	n_infostat	n_coref_type	n_head_form	n_head_lemma	n_head_deprel	n_head_xpos	n_head_number	n_sent_id	n_head_sent_id	n_head_doc_position	t_n_entity_type	t_n_head_lemma	t_n_head_deprel	t_n_head_xpos	t_n_head_number	t_n_dist	coref	bridge	bridge_type
wsjarrau_1131	wsjarrau	['29-13', '29-14', '29-15', '29-16', '29-17']	less than a particular amount	none	new	sgl	amount	amount	obl	NN	Sing	29	17	669	['51-22', '51-23', '51-24']	the current deficit	abstract	old	coref	deficit	deficit	obj	NN	Sing	51	24	1128	none_abstract	amount_deficit	obl_obj	NN_NN	Sing_Sing	459	0	0	
wsjarrau_1377	wsjarrau	['15-65']	tradeoffs	abstract	new	sgl	tradeoffs	tradeoff	obj	NNS	Plur	15	65	436	['23-17']	vans	concrete	old	coref	vans	van	conj	NNS	Plur	23	17	628	abstract_concrete	tradeoff_van	obj_conj	NNS_NNS	Plur_Plur	192	0	0	
vpc_0725	vpc	['55-7']	Texas	place	new	coref	Texas	Texas	compound	NNP	Sing	55	7	1378	['65-10']	1989	time	old	coref	1989	@card@	obl:tmod	CD		65	10	1699	place_time	Texas_@card@	compound_obl:tmod	NNP_CD	Sing_N/A	321	0	0	
wsjarrau_0689	wsjarrau	['33-40']	annuities	abstract	new	coref	annuities	annuity	obl	NNS	Plur	33	40	941	['36-1']	Annuities	abstract	old	coref	Annuities	annuity	nsubj	NNS	Plur	36	1	985	abstract_abstract	annuity_annuity	obl_nsubj	NNS_NNS	Plur_Plur	44	1	0	
wsjarrau_1318	wsjarrau	['7-11', '7-12']	its networks	organization	old	coref	networks	network	obl	NNS	Plur	7	12	250	['8-13', '8-14', '8-15', '8-16']	`` Treasure Island ''	abstract	old	coref	Island	Island	conj	NNP	Sing	8	15	288	organization_abstract	network_Island	obl_conj	NNS_NNP	Plur_Sing	38	0	0	
wsjarrau_1139	wsjarrau	['9-1', '9-2', '9-3', '9-4', '9-5']	The Big Three auto makers	organization	old	coref	makers	maker	nsubj	NNS	Plur	9	5	240	['16-1', '16-2']	Chrysler Corp.	organization	new	coref	Corp.	Corp.	nsubj	NNP	Sing	16	2	427	organization_organization	maker_Corp.	nsubj_nsubj	NNS_NNP	Plur_Sing	187	0	1	bridge:subset
vpc_0034	vpc	['20-4', '20-5', '20-6']	The funds `	organization	old	coref	funds	fund	nsubj	NNS	Plur	20	5	428	['21-23', '21-24', '21-25']	the Spain Fund	organization	new	coref	Fund	Fund	nsubj	NNP	Sing	21	25	465	organization_organization	fund_Fund	nsubj_nsubj	NNS_NNP	Plur_Sing	37	0	1	bridge:element
wsjarrau_1146	wsjarrau	['20-3']	they	person	old	coref	they	they	nsubj	PRP	Plur	20	3	378	['25-2', '25-3']	Edward Chojnowski	person	new	coref	Edward	Edward	nsubj	NNP	Sing	25	2	506	person_person	they_Edward	nsubj_nsubj	PRP_NNP	Plur_Sing	128	0	1	bridge:element
wsjarrau_0689	wsjarrau	['30-2', '30-3']	interest rates	abstract	old	coref	rates	rate	nsubj	NNS	Plur	30	3	816	['33-17', '33-18']	30 days	time	new	sgl	days	day	obj	NNS	Plur	33	18	919	abstract_time	rate_day	nsubj_obj	NNS_NNS	Plur_Plur	103	0	0	
wsjarrau_1151	wsjarrau	['1-7']	currency	abstract	new	sgl	currency	currency	compound	NN	Sing	1	7	7	['3-12', '3-13']	the dollar	abstract	new	coref	dollar	dollar	obj	NN	Sing	3	13	54	abstract_abstract	currency_dollar	compound_obj	NN_NN	Sing_Sing	47	0	1	bridge:element
wsjarrau_1190	wsjarrau	['7-5']	Time	organization	old	coref	Time	Time	nsubj	NNP	Sing	7	5	163	['8-13']	our	organization	old	coref	our	our	nmod:poss	PRP$	Plur	8	13	193	organization_organization	Time_our	nsubj_nmod:poss	NNP_PRP$	Sing_Plur	30	1	0	
wsjarrau_1349	wsjarrau	['3-6', '3-7']	the committee	organization	old	coref	committee	committee	nsubj	NN	Sing	3	7	84	['3-22', '3-23']	Appropriations Committee	organization	old	coref	Committee	Committee	compound	NNP	Sing	3	23	100	organization_organization	committee_Committee	nsubj_compound	NN_NNP	Sing_Sing	16	1	0	
wsjarrau_1160	wsjarrau	['19-37', '19-38', '19-39', '19-40', '19-41']	the California Chamber of Commerce	organization	new	sgl	Chamber	Chamber	nmod	NNP	Sing	19	39	544	['21-12', '21-13', '21-14']	a tax rollback	abstract	new	sgl	rollback	rollback	obl	NN	Sing	21	14	580	organization_abstract	Chamber_rollback	nmod_obl	NNP_NN	Sing_Sing	36	0	0	
wsjarrau_1332	wsjarrau	['4-14', '4-15']	Westamerica 's	organization	old	coref	Westamerica	Westamerica	nmod:poss	NNP	Sing	4	14	82	['4-32', '4-33', '4-34', '4-35', '4-36', '4-37']	a sizable bank in the country	organization	new	coref	bank	bank	nmod	NN	Sing	4	34	102	organization_organization	Westamerica_bank	nmod:poss_nmod	NNP_NN	Sing_Sing	20	0	1	bridge:undersp-rel
wsjarrau_1146	wsjarrau	['125-5']	he	person	old	coref	he	he	nsubj	PRP	Sing	125	5	2043	['128-19', '128-20', '128-21']	the rural entrepreneur	person	old	coref	entrepreneur	entrepreneur	obj	NN	Sing	128	21	2096	person_person	he_entrepreneur	nsubj_obj	PRP_NN	Sing_Sing	53	1	0	
wsjarrau_0632	wsjarrau	['7-2', '7-3']	the U.S.	organization	old	coref	U.S.	U.S.	nmod	NNP	Sing	7	3	174	['7-7']	American	organization	old	coref	American	American	amod	JJ		7	7	178	organization_organization	U.S._American	nmod_amod	NNP_JJ	Sing_N/A	4	1	0	
wsjarrau_1149	wsjarrau	['17-9']	it	organization	old	coref	it	it	obj	PRP	Sing	17	9	376	['19-16']	Drexel	organization	old	coref	Drexel	Drexel	nsubj	NNP	Sing	19	16	424	organization_organization	it_Drexel	obj_nsubj	PRP_NNP	Sing_Sing	48	1	0	
wsjarrau_1375	wsjarrau	['17-20']	where	abstract	old	coref	where	where	mark	WRB		17	20	569	['23-19']	their	abstract	new	sgl	their	their	nmod:poss	PRP$	Plur	23	19	775	abstract_abstract	where_their	mark_nmod:poss	WRB_PRP$	N/A_Plur	206	0	0	
wsjarrau_0689	wsjarrau	['27-4']	instance	none	new	sgl	instance	instance	obl	NN	Sing	27	4	683	['33-15']	holders	person	old	coref	holders	holder	obl	NNS	Plur	33	15	916	none_person	instance_holder	obl_obl	NN_NNS	Sing_Plur	233	0	0	
wsjarrau_1157	wsjarrau	['25-1', '25-2']	The stock	abstract	old	coref	stock	stock	nsubj	NN	Sing	25	2	537	['27-1', '27-2']	The stock	abstract	old	coref	stock	stock	nsubj	NN	Sing	27	2	586	abstract_abstract	stock_stock	nsubj_nsubj	NN_NN	Sing_Sing	49	1	0	
wsjarrau_1373	wsjarrau	['26-4', '26-5', '26-6']	most Japanese charges	none	new	sgl	charges	charge	nsubj	NNS	Plur	26	6	579	['30-1', '30-2', '30-3', '30-4']	Another recent Hitachi suit	abstract	new	sgl	suit	suit	nsubj	NN	Sing	30	4	663	none_abstract	charge_suit	nsubj_nsubj	NNS_NN	Plur_Sing	84	0	0	
wsjarrau_1322	wsjarrau	['56-22', '56-23']	the market	abstract	old	coref	market	market	obj	NN	Sing	56	23	1415	['63-4', '63-5', '63-6', '63-7', '63-8', '63-9', '63-10', '63-11', '63-12', '63-13', '63-14', '63-15', '63-16', '63-17', '63-18', '63-19', '63-20', '63-21', '63-22', '63-23', '63-24', '63-25', '63-26', '63-27', '63-28', '63-29', '63-30', '63-31', '63-32', '63-33', '63-34', '63-35']	the New York City bond market , where heavy investor selling last week drove yields on the issuer 's full faith and credit backed bonds up as much as 0.50 percentage point	abstract	new	coref	market	market	obl	NN	Sing	63	9	1588	abstract_abstract	market_market	obj_obl	NN_NN	Sing_Sing	173	0	1	bridge:subset
vpc_0301	vpc	['26-28', '26-29']	the dollar	abstract	old	coref	dollar	dollar	obj	NN	Sing	26	29	735	['30-37', '30-38']	the dollar	abstract	old	coref	dollar	dollar	obl	NN	Sing	30	38	897	abstract_abstract	dollar_dollar	obj_obl	NN_NN	Sing_Sing	162	1	0	
wsjarrau_0609	wsjarrau	['29-24', '29-25']	the president	person	old	coref	president	president	nsubj	NN	Sing	29	25	991	['34-8', '34-9', '34-10']	some pork-barrel projects	abstract	new	coref	projects	project	nsubj:pass	NNS	Plur	34	10	1109	person_abstract	president_project	nsubj_nsubj:pass	NN_NNS	Sing_Plur	118	0	0	
wsjarrau_1375	wsjarrau	['12-5']	its	abstract	old	coref	its	its	nmod:poss	PRP$	Sing	12	5	354	['13-3', '13-4', '13-5', '13-6', '13-7', '13-8', '13-9', '13-10', '13-11', '13-12', '13-13', '13-14', '13-15', '13-16', '13-17', '13-18', '13-19', '13-20', '13-21', '13-22', '13-23', '13-24', '13-25', '13-26', '13-27', '13-28']	a cash squeeze that caused it to be tardy on some interest payments and to put its prestigious Bloomingdale 's department store chain up for sale	abstract	new	sgl	squeeze	squeeze	obj	NN	Sing	13	5	383	abstract_abstract	its_squeeze	nmod:poss_obj	PRP$_NN	Sing_Sing	29	0	0	
wsjarrau_1396	wsjarrau	['8-1', '8-2']	The Senate	organization	old	coref	Senate	Senate	nsubj	NNP	Sing	8	2	177	['11-4', '11-5']	the senators	person	new	coref	senators	senator	obj	NNS	Plur	11	5	252	organization_person	Senate_senator	nsubj_obj	NNP_NNS	Sing_Plur	75	0	1	bridge:subset
wsjarrau_1174	wsjarrau	['14-8', '14-9', '14-10']	the best yearlings	animate	old	coref	yearlings	yearling	nmod	NNS	Plur	14	10	375	['16-5', '16-6', '16-7']	the best horses	animate	old	coref	horses	horse	root	NNS	Plur	16	7	412	animate_animate	yearling_horse	nmod_root	NNS_NNS	Plur_Plur	37	1	0	
wsjarrau_0655	wsjarrau	['12-18', '12-19', '12-20', '12-21', '12-22', '12-23', '12-24', '12-25', '12-26', '12-27', '12-28']	the rest of the $ 49 million in so-called humanitarian assistance	abstract	old	coref	rest	rest	obj	NN	Sing	12	19	350	['12-26', '12-27', '12-28']	so-called humanitarian assistance	concrete	new	coref	assistance	assistance	obl	NN	Sing	12	28	359	abstract_concrete	rest_assistance	obj_obl	NN_NN	Sing_Sing	9	0	1	bridge:element
wsjarrau_1192	wsjarrau	['17-23', '17-24', '17-25', '17-26', '17-27', '17-28', '17-29', '17-30', '17-31', '17-32', '17-33', '17-34', '17-35', '17-36', '17-37', '17-38', '17-39']	net of $ 68.5 million , or $ 1.58 a share , in the 1988 third quarter	abstract	new	sgl	net	net	obl	NN	Sing	17	23	436	['19-29', '19-30', '19-31', '19-32', '19-33', '19-34', '19-35', '19-36', '19-37']	$ 142.2 million , or $ 3.28 a share	abstract	new	sgl	$	$	obl	SYM		19	29	501	abstract_abstract	net_$	obl_obl	NN_SYM	Sing_N/A	65	0	0	
vpc_0301	vpc	['9-6', '9-7', '9-8', '9-9']	the 10 economists polled	person	old	coref	economists	economist	nmod	NNS	Plur	9	8	216	['11-19', '11-20', '11-21']	the dollar bears	person	new	coref	bears	bear	nsubj	NNS	Plur	11	21	275	person_person	economist_bear	nmod_nsubj	NNS_NNS	Plur_Plur	59	0	1	bridge:element
wsjarrau_1311	wsjarrau	['23-6', '23-7']	Amerada Hess	organization	old	coref	Amerada	Amerada	nmod	NNP	Sing	23	6	592	['25-4', '25-5']	Hess 's	organization	old	coref	Hess	Hess	nmod:poss	NNP	Sing	25	4	640	organization_organization	Amerada_Hess	nmod_nmod:poss	NNP_NNP	Sing_Sing	48	1	0	
wsjarrau_1148	wsjarrau	['1-28', '1-29', '1-30', '1-31']	the company 's strategy	abstract	old	coref	strategy	strategy	obl	NN	Sing	1	31	31	['2-4', '2-5']	the cuts	abstract	new	coref	cuts	cut	nmod	NNS	Plur	2	5	37	abstract_abstract	strategy_cut	obl_nmod	NN_NNS	Sing_Plur	6	0	1	bridge:element
wsjarrau_1195	wsjarrau	['10-3']	assets	abstract	old	coref	assets	asset	nsubj:pass	NNS	Plur	10	3	295	['10-9']	others	abstract	new	coref	others	other	nsubj:pass	NNS	Plur	10	9	301	abstract_abstract	asset_other	nsubj:pass_nsubj:pass	NNS_NNS	Plur_Plur	6	0	1	bridge:other
wsjarrau_1394	wsjarrau	['16-6', '16-7', '16-8']	the merged company	organization	new	coref	company	company	nsubj	NN	Sing	16	8	409	['53-9', '53-10', '53-11']	his fledgling company	organization	old	coref	company	company	obj	NN	Sing	53	11	1320	organization_organization	company_company	nsubj_obj	NN_NN	Sing_Sing	911	1	0	
wsjarrau_1375	wsjarrau	['21-12', '21-13']	junk 's	abstract	new	sgl	junk	junk	nmod:poss	NN	Sing	21	12	700	['22-10', '22-11', '22-12', '22-13', '22-14', '22-15', '22-16', '22-17', '22-18', '22-19', '22-20', '22-21', '22-22']	`` large liquid issues '' such as RJR Holdings Corp. and Kroger Co.	abstract	new	coref	issues	issue	obl	NNS	Plur	22	13	733	abstract_abstract	junk_issue	nmod:poss_obl	NN_NNS	Sing_Plur	33	0	1	bridge:undersp-rel
wsjarrau_1302	wsjarrau	['36-2']	Its	organization	old	coref	Its	its	nmod:poss	PRP$	Sing	36	2	933	['78-14']	its	organization	old	coref	its	its	nmod:poss	PRP$	Sing	78	14	1894	organization_organization	its_its	nmod:poss_nmod:poss	PRP$_PRP$	Sing_Sing	961	1	0	
wsjarrau_1391	wsjarrau	['15-11', '15-12', '15-13', '15-14']	China 's current-account balance	abstract	new	sgl	balance	balance	nmod	NN	Sing	15	14	414	['18-1', '18-2', '18-3']	The other scenario	abstract	new	coref	scenario	scenario	nsubj	NN	Sing	18	3	476	abstract_abstract	balance_scenario	nmod_nsubj	NN_NN	Sing_Sing	62	0	1	bridge:subset
wsjarrau_1367	wsjarrau	['44-35', '44-36']	Russian literature	abstract	new	sgl	literature	literature	nmod	NN	Sing	44	36	1250	['59-24', '59-25']	10 years	time	new	sgl	years	year	obl	NNS	Plur	59	25	1536	abstract_time	literature_year	nmod_obl	NN_NNS	Sing_Plur	286	0	0	
vpc_0765	vpc	['56-20']	strike	abstract	new	sgl	strike	strike	obl	NN	Sing	56	20	1946	['72-5', '72-6', '72-7', '72-8', '72-9', '72-10', '72-11', '72-12', '72-13', '72-14', '72-15', '72-16', '72-17', '72-18', '72-19', '72-20', '72-21', '72-22', '72-23', '72-24', '72-25', '72-26', '72-27', '72-28', '72-29', '72-30', '72-31', '72-32', '72-33']	Ruth Messinger , a Manhattan city councilwoman , some of whose programs , such as commercial rent control , have made their way into Mr. Dinkins `s position papers	person	new	coref	Ruth	Ruth	root	NNP	Sing	72	5	2379	abstract_person	strike_Ruth	obl_root	NN_NNP	Sing_Sing	433	0	1	bridge:other
wsjarrau_1149	wsjarrau	['25-17']	damages	abstract	new	sgl	damages	damage	nmod	NNS	Plur	25	17	579	['28-4']	Justice	organization	old	coref	Justice	Justice	nsubj	NNP	Sing	28	4	610	abstract_organization	damage_Justice	nmod_nsubj	NNS_NNP	Plur_Sing	31	0	0	
vpc_0725	vpc	['60-12', '60-13', '60-14', '60-15', '60-16', '60-17', '60-18', '60-19', '60-20']	75 % on an electronic evaluation of a well	abstract	new	sgl	%	%	obj	NN	Sing	60	13	1581	['67-7', '67-8', '67-9']	$ 18-to-$19 oil	concrete	new	sgl	$	$	nmod	SYM		67	7	1728	abstract_concrete	%_$	obj_nmod	NN_SYM	Sing_N/A	147	0	0	
wsjarrau_1303	wsjarrau	['6-2', '6-3', '6-4']	people within Daiwa	person	new	sgl	people	people	nsubj	NNS	Plur	6	2	75	['20-44', '20-45', '20-46', '20-47', '20-48', '20-49', '20-50', '20-51', '20-52']	Koji Yoneyama , president of Daiwa 's U.S. unit	person	new	coref	Koji	Koji	obj	NNP	Sing	20	44	496	person_person	people_Koji	nsubj_obj	NNS_NNP	Plur_Sing	421	0	1	bridge:subset
wsjarrau_1367	wsjarrau	['25-10']	we	person	old	coref	we	we	nsubj	PRP	Plur	25	10	724	['59-34', '59-35']	theoretical mathematician	abstract	new	sgl	mathematician	mathematician	nmod	NN	Sing	59	35	1546	person_abstract	we_mathematician	nsubj_nmod	PRP_NN	Plur_Sing	822	0	0	
wsjarrau_0693	wsjarrau	['1-9']	currency	abstract	new	sgl	currency	currency	compound	NN	Sing	1	9	9	['2-20', '2-21']	the pound	abstract	new	coref	pound	pound	nmod	NN	Sing	2	21	44	abstract_abstract	currency_pound	compound_nmod	NN_NN	Sing_Sing	35	0	1	bridge:subset
wsjarrau_0624	wsjarrau	['6-6', '6-7']	Costa Rica	organization	old	coref	Rica	Rica	nsubj	NNP	Sing	6	7	158	['6-15']	its	organization	old	coref	its	its	nmod:poss	PRP$	Sing	6	15	166	organization_organization	Rica_its	nsubj_nmod:poss	NNP_PRP$	Sing_Sing	8	1	0	
wsjarrau_1371	wsjarrau	['2-5', '2-6']	Nuovo Banco	organization	old	coref	Nuovo	Nuovo	obj	NNP	Sing	2	5	50	['5-10', '5-11']	Nuovo Banco	organization	old	coref	Nuovo	Nuovo	compound	NNP	Sing	5	10	125	organization_organization	Nuovo_Nuovo	obj_compound	NNP_NNP	Sing_Sing	75	1	0	
wsjarrau_1394	wsjarrau	['25-1']	He	person	old	coref	He	he	nsubj	PRP	Sing	25	1	593	['53-9']	his	person	old	coref	his	his	nmod:poss	PRP$	Sing	53	9	1318	person_person	he_his	nsubj_nmod:poss	PRP_PRP$	Sing_Sing	725	1	0	
wsjarrau_1931	wsjarrau	['2-11', '2-12', '2-13', '2-14', '2-15']	a round of dollar sales	abstract	new	sgl	round	round	obj	NN	Sing	2	12	80	['2-18']	Asian	organization	new	sgl	Asian	Asian	amod	JJ		2	18	86	abstract_organization	round_Asian	obj_amod	NN_JJ	Sing_N/A	6	0	0	
wsjarrau_0207	wsjarrau	['23-41', '23-42']	audience participation	abstract	new	sgl	participation	participation	obl	NN	Sing	23	42	769	['27-23', '27-24', '27-25', '27-26', '27-27', '27-28', '27-29', '27-30', '27-31', '27-32', '27-33', '27-34', '27-35', '27-36', '27-37', '27-38', '27-39', '27-40', '27-41', '27-42', '27-43', '27-44', '27-45', '27-46', '27-47', '27-48', '27-49', '27-50', '27-51', '27-52']	Steve Reich 's `` New York Counterpoint , '' one of a series of Reich works that juxtapose a live performer with recorded tracks of his or her own playing	none	new	sgl	Counterpoint	Counterpoint	parataxis	NNP	Sing	27	29	835	abstract_none	participation_Counterpoint	obl_parataxis	NN_NNP	Sing_Sing	66	0	0	
wsjarrau_0671	wsjarrau	['27-21']	bond	abstract	old	coref	bond	bond	nsubj	NN	Sing	27	21	781	['28-9', '28-10', '28-11']	20-year tax-exempt bonds	abstract	new	coref	bonds	bond	nmod	NNS	Plur	28	11	796	abstract_abstract	bond_bond	nsubj_nmod	NN_NNS	Sing_Plur	15	0	1	bridge:subset
wsjarrau_1148	wsjarrau	['1-10', '1-11', '1-12', '1-13', '1-14', '1-15']	its work force in the U.S.	person	new	coref	force	force	nmod	NN	Sing	1	12	12	['3-1']	Employees	person	new	coref	Employees	employee	nsubj	NNS	Plur	3	1	72	person_person	force_employee	nmod_nsubj	NN_NNS	Sing_Plur	60	0	1	bridge:subset
vpc_0301	vpc	['18-18', '18-19']	real estate	none	new	sgl	estate	estate	appos	NN	Sing	18	19	487	['37-8', '37-9', '37-10']	the new chancellor	none	new	sgl	chancellor	chancellor	nsubj	NN	Sing	37	10	1222	none_none	estate_chancellor	appos_nsubj	NN_NN	Sing_Sing	735	0	0	
wsjarrau_1302	wsjarrau	['2-5', '2-6']	the premises	concrete	new	sgl	premises	premise	obl	NNS	Plur	2	6	24	['57-1', '57-2', '57-3', '57-4', '57-5']	Lloyd 's vast trading hall	concrete	new	coref	hall	hall	nsubj	NN	Sing	57	5	1429	concrete_concrete	premise_hall	obl_nsubj	NNS_NN	Plur_Sing	1405	0	1	bridge:element
wsjarrau_1309	wsjarrau	['1-9', '1-10', '1-11']	Phillips Petroleum Co.	organization	new	coref	Phillips	Phillips	compound	NNP	Sing	1	9	9	['3-1', '3-2', '3-3', '3-4', '3-5', '3-6', '3-7']	The Bartlesville , Okla. , oil company	organization	old	coref	Bartlesville	Bartlesville	nsubj	NNP	Sing	3	2	54	organization_organization	Phillips_Bartlesville	compound_nsubj	NNP_NNP	Sing_Sing	45	1	0	
wsjarrau_1373	wsjarrau	['30-11']	Hitachi	organization	old	coref	Hitachi	Hitachi	compound	NNP	Sing	30	11	670	['33-1']	Hitachi	organization	old	coref	Hitachi	Hitachi	nsubj	NNP	Sing	33	1	730	organization_organization	Hitachi_Hitachi	compound_nsubj	NNP_NNP	Sing_Sing	60	1	0	
wsjarrau_1320	wsjarrau	['47-42', '47-43', '47-44', '47-45', '47-46', '47-47']	resistance around the old contract highs	abstract	new	sgl	resistance	resistance	obl	NN	Sing	47	42	1124	['48-10', '48-11', '48-12', '48-13', '48-14', '48-15', '48-16', '48-17', '48-18', '48-19', '48-20', '48-21', '48-22', '48-23', '48-24', '48-25', '48-26', '48-27', '48-28']	a new estimate of a production increase of four million metric tons and only a modest increase in consumption	none	new	sgl	estimate	estimate	nmod	NN	Sing	48	12	1142	abstract_none	resistance_estimate	obl_nmod	NN_NN	Sing_Sing	18	0	0	
vpc_0020	vpc	['4-6', '4-7', '4-8', '4-9', '4-10', '4-11', '4-12', '4-13', '4-14', '4-15', '4-16']	the 25 countries that she placed under varying degrees of scrutiny	organization	new	sgl	countries	country	obl	NNS	Plur	4	8	119	['12-10', '12-11', '12-12']	17 other countries	organization	new	coref	countries	country	obj	NNS	Plur	12	12	372	organization_organization	country_country	obl_obj	NNS_NNS	Plur_Plur	253	0	1	bridge:other
wsjarrau_0689	wsjarrau	['13-12']	CDs	abstract	old	coref	CDs	CD	nmod	NNS	Plur	13	12	362	['32-4']	CD	abstract	old	coref	CD	CD	compound	NN	Sing	32	4	890	abstract_abstract	CD_CD	nmod_compound	NNS_NN	Plur_Sing	528	1	0	
wsjarrau_1157	wsjarrau	['20-10', '20-11', '20-12', '20-13', '20-14', '20-15', '20-16']	72 cents a share the year-earlier period	abstract	new	sgl	cents	cent	nmod	NNS	Plur	20	11	434	['24-6', '24-7']	the stock	abstract	old	coref	stock	stock	iobj	NN	Sing	24	7	531	abstract_abstract	cent_stock	nmod_iobj	NNS_NN	Plur_Sing	97	0	0	
wsjarrau_1322	wsjarrau	['17-8']	bond	abstract	old	coref	bond	bond	compound	NN	Sing	17	8	485	['26-1', '26-2']	Treasury Securities	abstract	new	coref	Securities	security	compound	NNS	Plur	26	2	673	abstract_abstract	bond_security	compound_compound	NN_NNS	Sing_Plur	188	0	1	bridge:subset
vpc_0209	vpc	['3-10']	itself	concrete	old	coref	itself	itself	obj	PRP	Sing	3	10	53	['18-8', '18-9']	the pollen	concrete	old	coref	pollen	pollen	nsubj	NN	Sing	18	9	465	concrete_concrete	itself_pollen	obj_nsubj	PRP_NN	Sing_Sing	412	0	0	
wsjarrau_1963	wsjarrau	['1-6', '1-7', '1-8']	pending deficit-reduction legislation	abstract	new	sgl	pending	pend	acl	VBG		1	6	6	['2-35', '2-36', '2-37']	the House-passed bill	abstract	new	coref	bill	bill	obl	NN	Sing	2	37	62	abstract_abstract	pend_bill	acl_obl	VBG_NN	N/A_Sing	56	0	1	bridge:element
wsjarrau_0690	wsjarrau	['6-16', '6-17']	the U.S.	organization	old	coref	U.S.	U.S.	nmod	NNP	Sing	6	17	164	['15-16']	U.S.	organization	old	coref	U.S.	U.S.	compound	NNP	Sing	15	16	513	organization_organization	U.S._U.S.	nmod_compound	NNP_NNP	Sing_Sing	349	1	0	
vpc_0301	vpc	['21-12']	its	abstract	new	sgl	its	its	nmod:poss	PRP$	Sing	21	12	577	['22-2', '22-3', '22-4', '22-5', '22-6', '22-7', '22-8', '22-9']	other European central banks , notably in Britain	organization	new	coref	banks	bank	nsubj	NNS	Plur	22	5	592	abstract_organization	its_bank	nmod:poss_nsubj	PRP$_NNS	Sing_Plur	15	0	1	bridge:other
wsjarrau_0692	wsjarrau	['13-8']	their	person	old	coref	their	their	nmod:poss	PRP$	Plur	13	8	285	['14-11', '14-12', '14-13', '14-14', '14-15', '14-16', '14-17', '14-18', '14-19']	others : bean counters , budgeteers , and pork-barrelers	person	new	coref	others	other	nmod	NNS	Plur	14	11	301	person_person	their_other	nmod:poss_nmod	PRP$_NNS	Plur_Plur	16	0	1	bridge:other
wsjarrau_1368	wsjarrau	['23-1', '23-2', '23-3', '23-4', '23-5', '23-6']	Both Colgate and Procter & Gamble	none	new	sgl	Colgate	Colgate	nsubj	NNP	Sing	23	2	691	['24-16', '24-17']	consumer goods	concrete	new	coref	goods	good	nmod	NNS	Plur	24	17	723	none_concrete	Colgate_good	nsubj_nmod	NNP_NNS	Sing_Plur	32	0	1	bridge:element-inv
wsjarrau_1192	wsjarrau	['31-1']	Airlines	organization	old	coref	Airlines	Airlines	nsubj	NNPS	Plur	31	1	767	['33-2']	airline	organization	old	coref	airline	airline	compound	NN	Sing	33	2	819	organization_organization	Airlines_airline	nsubj_compound	NNPS_NN	Plur_Sing	52	1	0	
wsjarrau_1320	wsjarrau	['21-7']	commodity	abstract	old	coref	commodity	commodity	compound	NN	Sing	21	7	466	['42-1', '42-2']	SUGAR :	concrete	new	coref	SUGAR	SUGAR	root	NN	Sing	42	1	947	abstract_concrete	commodity_SUGAR	compound_root	NN_NN	Sing_Sing	481	0	1	bridge:subset
wsjarrau_0689	wsjarrau	['14-10']	income	abstract	new	sgl	income	income	compound	NN	Sing	14	10	381	['22-1']	That	abstract	new	sgl	That	that	nsubj	DT	Sing	22	1	587	abstract_abstract	income_that	compound_nsubj	NN_DT	Sing_Sing	206	0	0	
wsjarrau_1944	wsjarrau	['21-3', '21-4', '21-5']	the utility 's	organization	old	coref	utility	utility	nmod:poss	NN	Sing	21	4	456	['24-20', '24-21', '24-22', '24-23']	Cincinnati Gas & Electric	organization	old	coref	Gas	Gas	nsubj	NNP	Sing	24	21	549	organization_organization	utility_Gas	nmod:poss_nsubj	NN_NNP	Sing_Sing	93	1	0	
wsjarrau_1334	wsjarrau	['10-30']	who	person	old	coref	who	who	nsubj	WP		10	30	255	['11-7', '11-8']	the representatives	person	old	coref	representatives	representative	nsubj	NNS	Plur	11	8	271	person_person	who_representative	nsubj_nsubj	WP_NNS	N/A_Plur	16	1	0	
wsjarrau_1330	wsjarrau	['25-19', '25-20']	its properties	concrete	old	coref	properties	property	nmod	NNS	Plur	25	20	713	['33-27', '33-28', '33-29', '33-30', '33-31', '33-32', '33-33', '33-34', '33-35', '33-36']	5,400 acres in California , Arizona and the Chicago area	concrete	new	coref	acres	acre	obl	NNS	Plur	33	28	952	concrete_concrete	property_acre	nmod_obl	NNS_NNS	Plur_Plur	239	0	1	bridge:element
wsjarrau_1128	wsjarrau	['34-2']	Supermarkets	organization	new	coref	Supermarkets	supermarket	nsubj	NNS	Plur	34	2	890	['35-20', '35-21']	woodchucks '	animate	new	sgl	woodchucks	woodchuck	nmod:poss	NNS	Plur	35	20	919	organization_animate	supermarket_woodchuck	nsubj_nmod:poss	NNS_NNS	Plur_Plur	29	0	0	
wsjarrau_1353	wsjarrau	['13-9', '13-10']	thousands more	person	new	sgl	thousands	thousand	nsubj	NNS	Plur	13	9	313	['13-18', '13-19', '13-20', '13-21', '13-22', '13-23', '13-24', '13-25', '13-26', '13-27', '13-28']	a fresh challenge to the Communist leadership to introduce democratic freedoms	abstract	new	sgl	challenge	challenge	nmod	NN	Sing	13	20	324	person_abstract	thousand_challenge	nsubj_nmod	NNS_NN	Plur_Sing	11	0	0	
